Ward,Year,Month,Burglary Cases,Codes,Borough,Population,Hectares,Square Kilometres,Population per hectare,Population per square kilometre,Census population (2011),Police Workforce
Brunswick Park,2011,2,36,E05000043,Barnet,16454.0,317.4,3.174,51.650913673598,5183.994959042218,16394.000000000004,50572
Brunswick Park,2011,3,25,E05000043,Barnet,16454.0,317.4,3.174,51.650913673598,5183.994959042218,16394.000000000004,50572
Brunswick Park,2011,11,43,E05000043,Barnet,16454.0,317.4,3.174,51.650913673598,5183.994959042218,16394.000000000004,50572
Burnt Oak,2011,2,15,E05000044,Barnet,18279.0,206.4,2.064,88.2606589147287,8856.10465116279,18217.000000000004,50572
Burnt Oak,2011,3,13,E05000044,Barnet,18279.0,206.4,2.064,88.2606589147287,8856.10465116279,18217.000000000004,50572
Burnt Oak,2011,11,9,E05000044,Barnet,18279.0,206.4,2.064,88.2606589147287,8856.10465116279,18217.000000000004,50572
Childs Hill,2011,2,43,E05000045,Barnet,20112.0,308.9,3.089,64.90449983813532,6510.844933635481,20049.0,50572
Childs Hill,2011,3,51,E05000045,Barnet,20112.0,308.9,3.089,64.90449983813532,6510.844933635481,20049.0,50572
Childs Hill,2011,11,46,E05000045,Barnet,20112.0,308.9,3.089,64.90449983813532,6510.844933635481,20049.0,50572
East Barnet,2011,2,12,E05000048,Barnet,16195.0,375.2,3.752,43.0090618336887,4316.36460554371,16136.999999999998,50572
East Barnet,2011,3,10,E05000048,Barnet,16195.0,375.2,3.752,43.0090618336887,4316.36460554371,16136.999999999998,50572
East Barnet,2011,11,14,E05000048,Barnet,16195.0,375.2,3.752,43.0090618336887,4316.36460554371,16136.999999999998,50572
East Finchley,2011,2,24,E05000049,Barnet,16050.0,252.4,2.524,63.34786053882724,6358.954041204437,15988.999999999996,50572
East Finchley,2011,3,17,E05000049,Barnet,16050.0,252.4,2.524,63.34786053882724,6358.954041204437,15988.999999999996,50572
East Finchley,2011,11,26,E05000049,Barnet,16050.0,252.4,2.524,63.34786053882724,6358.954041204437,15988.999999999996,50572
Edgware,2011,2,29,E05000050,Barnet,16787.0,556.0,5.56,30.086330935251798,3019.244604316547,16728.0,50572
Edgware,2011,3,15,E05000050,Barnet,16787.0,556.0,5.56,30.086330935251798,3019.244604316547,16728.0,50572
Edgware,2011,11,47,E05000050,Barnet,16787.0,556.0,5.56,30.086330935251798,3019.244604316547,16728.0,50572
Finchley Church End,2011,2,46,E05000051,Barnet,15778.0,270.9,2.7089999999999996,58.010335917312666,5824.289405684755,15715.0,50572
Finchley Church End,2011,3,49,E05000051,Barnet,15778.0,270.9,2.7089999999999996,58.010335917312666,5824.289405684755,15715.0,50572
Finchley Church End,2011,11,38,E05000051,Barnet,15778.0,270.9,2.7089999999999996,58.010335917312666,5824.289405684755,15715.0,50572
Garden Suburb,2011,2,14,E05000052,Barnet,15990.0,473.1,4.731,33.66941450010568,3379.835129993659,15929.0,50572
Garden Suburb,2011,3,21,E05000052,Barnet,15990.0,473.1,4.731,33.66941450010568,3379.835129993659,15929.0,50572
Garden Suburb,2011,11,9,E05000052,Barnet,15990.0,473.1,4.731,33.66941450010568,3379.835129993659,15929.0,50572
Golders Green,2011,2,15,E05000053,Barnet,18880.0,297.8,2.978,63.1900604432505,6339.825386165211,18818.0,50572
Golders Green,2011,3,28,E05000053,Barnet,18880.0,297.8,2.978,63.1900604432505,6339.825386165211,18818.0,50572
Golders Green,2011,11,7,E05000053,Barnet,18880.0,297.8,2.978,63.1900604432505,6339.825386165211,18818.0,50572
Hendon,2011,2,22,E05000055,Barnet,18525.0,284.0,2.84,65.04225352112677,6522.8873239436625,18472.0,50572
Hendon,2011,3,28,E05000055,Barnet,18525.0,284.0,2.84,65.04225352112677,6522.8873239436625,18472.0,50572
Hendon,2011,11,25,E05000055,Barnet,18525.0,284.0,2.84,65.04225352112677,6522.8873239436625,18472.0,50572
High Barnet,2011,2,13,E05000056,Barnet,15364.0,830.9,8.309,18.422192802984714,1849.0793115898425,15307.0,50572
High Barnet,2011,3,32,E05000056,Barnet,15364.0,830.9,8.309,18.422192802984714,1849.0793115898425,15307.0,50572
High Barnet,2011,11,27,E05000056,Barnet,15364.0,830.9,8.309,18.422192802984714,1849.0793115898425,15307.0,50572
Mill Hill,2011,2,9,E05000057,Barnet,18523.0,938.7,9.387,19.655907105571533,1973.2608927239799,18451.0,50572
Mill Hill,2011,3,12,E05000057,Barnet,18523.0,938.7,9.387,19.655907105571533,1973.2608927239799,18451.0,50572
Mill Hill,2011,11,14,E05000057,Barnet,18523.0,938.7,9.387,19.655907105571533,1973.2608927239799,18451.0,50572
West Finchley,2011,2,6,E05000061,Barnet,16594.0,216.1,2.161,76.50624710782049,7678.852383155946,16533.000000000007,50572
West Finchley,2011,3,10,E05000061,Barnet,16594.0,216.1,2.161,76.50624710782049,7678.852383155946,16533.000000000007,50572
West Finchley,2011,11,5,E05000061,Barnet,16594.0,216.1,2.161,76.50624710782049,7678.852383155946,16533.000000000007,50572
West Hendon,2011,2,9,E05000062,Barnet,17454.0,342.6,3.426,50.79392877991827,5094.570928196147,17402.0,50572
West Hendon,2011,3,3,E05000062,Barnet,17454.0,342.6,3.426,50.79392877991827,5094.570928196147,17402.0,50572
West Hendon,2011,11,6,E05000062,Barnet,17454.0,342.6,3.426,50.79392877991827,5094.570928196147,17402.0,50572
Woodhouse,2011,2,10,E05000063,Barnet,17638.0,261.2,2.612,67.28560490045942,6752.679938744257,17575.0,50572
Woodhouse,2011,3,1,E05000063,Barnet,17638.0,261.2,2.612,67.28560490045942,6752.679938744257,17575.0,50572
Woodhouse,2011,11,10,E05000063,Barnet,17638.0,261.2,2.612,67.28560490045942,6752.679938744257,17575.0,50572
Brunswick Park,2012,2,47,E05000043,Barnet,16540.0,317.4,3.174,51.650913673598,5211.090107120353,16394.000000000004,48179
Brunswick Park,2012,3,41,E05000043,Barnet,16540.0,317.4,3.174,51.650913673598,5211.090107120353,16394.000000000004,48179
Brunswick Park,2012,8,21,E05000043,Barnet,16540.0,317.4,3.174,51.650913673598,5211.090107120353,16394.000000000004,48179
Brunswick Park,2012,9,19,E05000043,Barnet,16540.0,317.4,3.174,51.650913673598,5211.090107120353,16394.000000000004,48179
Brunswick Park,2012,12,24,E05000043,Barnet,16540.0,317.4,3.174,51.650913673598,5211.090107120353,16394.000000000004,48179
Burnt Oak,2012,2,13,E05000044,Barnet,18469.0,206.4,2.064,88.2606589147287,8948.158914728681,18217.000000000004,48179
Burnt Oak,2012,3,16,E05000044,Barnet,18469.0,206.4,2.064,88.2606589147287,8948.158914728681,18217.000000000004,48179
Burnt Oak,2012,8,12,E05000044,Barnet,18469.0,206.4,2.064,88.2606589147287,8948.158914728681,18217.000000000004,48179
Burnt Oak,2012,9,13,E05000044,Barnet,18469.0,206.4,2.064,88.2606589147287,8948.158914728681,18217.000000000004,48179
Burnt Oak,2012,12,13,E05000044,Barnet,18469.0,206.4,2.064,88.2606589147287,8948.158914728681,18217.000000000004,48179
Childs Hill,2012,2,43,E05000045,Barnet,20569.0,308.9,3.089,64.90449983813532,6658.789252185174,20049.0,48179
Childs Hill,2012,3,34,E05000045,Barnet,20569.0,308.9,3.089,64.90449983813532,6658.789252185174,20049.0,48179
Childs Hill,2012,8,35,E05000045,Barnet,20569.0,308.9,3.089,64.90449983813532,6658.789252185174,20049.0,48179
Childs Hill,2012,9,23,E05000045,Barnet,20569.0,308.9,3.089,64.90449983813532,6658.789252185174,20049.0,48179
Childs Hill,2012,12,32,E05000045,Barnet,20569.0,308.9,3.089,64.90449983813532,6658.789252185174,20049.0,48179
East Barnet,2012,2,19,E05000048,Barnet,16374.0,375.2,3.752,43.0090618336887,4364.07249466951,16136.999999999998,48179
East Barnet,2012,3,20,E05000048,Barnet,16374.0,375.2,3.752,43.0090618336887,4364.07249466951,16136.999999999998,48179
East Barnet,2012,8,17,E05000048,Barnet,16374.0,375.2,3.752,43.0090618336887,4364.07249466951,16136.999999999998,48179
East Barnet,2012,9,11,E05000048,Barnet,16374.0,375.2,3.752,43.0090618336887,4364.07249466951,16136.999999999998,48179
East Barnet,2012,12,18,E05000048,Barnet,16374.0,375.2,3.752,43.0090618336887,4364.07249466951,16136.999999999998,48179
East Finchley,2012,2,26,E05000049,Barnet,16517.0,252.4,2.524,63.34786053882724,6543.977812995246,15988.999999999996,48179
East Finchley,2012,3,25,E05000049,Barnet,16517.0,252.4,2.524,63.34786053882724,6543.977812995246,15988.999999999996,48179
East Finchley,2012,8,31,E05000049,Barnet,16517.0,252.4,2.524,63.34786053882724,6543.977812995246,15988.999999999996,48179
East Finchley,2012,9,24,E05000049,Barnet,16517.0,252.4,2.524,63.34786053882724,6543.977812995246,15988.999999999996,48179
East Finchley,2012,12,17,E05000049,Barnet,16517.0,252.4,2.524,63.34786053882724,6543.977812995246,15988.999999999996,48179
Edgware,2012,2,41,E05000050,Barnet,17299.0,556.0,5.56,30.086330935251798,3111.3309352517986,16728.0,48179
Edgware,2012,3,22,E05000050,Barnet,17299.0,556.0,5.56,30.086330935251798,3111.3309352517986,16728.0,48179
Edgware,2012,8,61,E05000050,Barnet,17299.0,556.0,5.56,30.086330935251798,3111.3309352517986,16728.0,48179
Edgware,2012,9,36,E05000050,Barnet,17299.0,556.0,5.56,30.086330935251798,3111.3309352517986,16728.0,48179
Edgware,2012,12,35,E05000050,Barnet,17299.0,556.0,5.56,30.086330935251798,3111.3309352517986,16728.0,48179
Finchley Church End,2012,2,39,E05000051,Barnet,16012.0,270.9,2.7089999999999996,58.010335917312666,5910.668143226284,15715.0,48179
Finchley Church End,2012,3,42,E05000051,Barnet,16012.0,270.9,2.7089999999999996,58.010335917312666,5910.668143226284,15715.0,48179
Finchley Church End,2012,8,33,E05000051,Barnet,16012.0,270.9,2.7089999999999996,58.010335917312666,5910.668143226284,15715.0,48179
Finchley Church End,2012,9,49,E05000051,Barnet,16012.0,270.9,2.7089999999999996,58.010335917312666,5910.668143226284,15715.0,48179
Finchley Church End,2012,12,23,E05000051,Barnet,16012.0,270.9,2.7089999999999996,58.010335917312666,5910.668143226284,15715.0,48179
Garden Suburb,2012,2,4,E05000052,Barnet,16255.0,473.1,4.731,33.66941450010568,3435.8486577890512,15929.0,48179
Garden Suburb,2012,3,18,E05000052,Barnet,16255.0,473.1,4.731,33.66941450010568,3435.8486577890512,15929.0,48179
Garden Suburb,2012,8,12,E05000052,Barnet,16255.0,473.1,4.731,33.66941450010568,3435.8486577890512,15929.0,48179
Garden Suburb,2012,9,14,E05000052,Barnet,16255.0,473.1,4.731,33.66941450010568,3435.8486577890512,15929.0,48179
Garden Suburb,2012,12,17,E05000052,Barnet,16255.0,473.1,4.731,33.66941450010568,3435.8486577890512,15929.0,48179
Golders Green,2012,2,22,E05000053,Barnet,19211.0,297.8,2.978,63.1900604432505,6450.973807924781,18818.0,48179
Golders Green,2012,3,13,E05000053,Barnet,19211.0,297.8,2.978,63.1900604432505,6450.973807924781,18818.0,48179
Golders Green,2012,8,17,E05000053,Barnet,19211.0,297.8,2.978,63.1900604432505,6450.973807924781,18818.0,48179
Golders Green,2012,9,10,E05000053,Barnet,19211.0,297.8,2.978,63.1900604432505,6450.973807924781,18818.0,48179
Golders Green,2012,12,18,E05000053,Barnet,19211.0,297.8,2.978,63.1900604432505,6450.973807924781,18818.0,48179
Hendon,2012,2,17,E05000055,Barnet,18869.0,284.0,2.84,65.04225352112677,6644.014084507043,18472.0,48179
Hendon,2012,3,13,E05000055,Barnet,18869.0,284.0,2.84,65.04225352112677,6644.014084507043,18472.0,48179
Hendon,2012,8,26,E05000055,Barnet,18869.0,284.0,2.84,65.04225352112677,6644.014084507043,18472.0,48179
Hendon,2012,9,25,E05000055,Barnet,18869.0,284.0,2.84,65.04225352112677,6644.014084507043,18472.0,48179
Hendon,2012,12,23,E05000055,Barnet,18869.0,284.0,2.84,65.04225352112677,6644.014084507043,18472.0,48179
High Barnet,2012,2,28,E05000056,Barnet,15420.0,830.9,8.309,18.422192802984714,1855.818991455049,15307.0,48179
High Barnet,2012,3,25,E05000056,Barnet,15420.0,830.9,8.309,18.422192802984714,1855.818991455049,15307.0,48179
High Barnet,2012,8,24,E05000056,Barnet,15420.0,830.9,8.309,18.422192802984714,1855.818991455049,15307.0,48179
High Barnet,2012,9,14,E05000056,Barnet,15420.0,830.9,8.309,18.422192802984714,1855.818991455049,15307.0,48179
High Barnet,2012,12,12,E05000056,Barnet,15420.0,830.9,8.309,18.422192802984714,1855.818991455049,15307.0,48179
Mill Hill,2012,2,5,E05000057,Barnet,18668.0,938.7,9.387,19.655907105571533,1988.7077873655053,18451.0,48179
Mill Hill,2012,3,9,E05000057,Barnet,18668.0,938.7,9.387,19.655907105571533,1988.7077873655053,18451.0,48179
Mill Hill,2012,8,7,E05000057,Barnet,18668.0,938.7,9.387,19.655907105571533,1988.7077873655053,18451.0,48179
Mill Hill,2012,9,8,E05000057,Barnet,18668.0,938.7,9.387,19.655907105571533,1988.7077873655053,18451.0,48179
Mill Hill,2012,12,11,E05000057,Barnet,18668.0,938.7,9.387,19.655907105571533,1988.7077873655053,18451.0,48179
West Finchley,2012,2,11,E05000061,Barnet,16863.0,216.1,2.161,76.50624710782049,7803.331790837575,16533.000000000007,48179
West Finchley,2012,3,13,E05000061,Barnet,16863.0,216.1,2.161,76.50624710782049,7803.331790837575,16533.000000000007,48179
West Finchley,2012,8,7,E05000061,Barnet,16863.0,216.1,2.161,76.50624710782049,7803.331790837575,16533.000000000007,48179
West Finchley,2012,9,7,E05000061,Barnet,16863.0,216.1,2.161,76.50624710782049,7803.331790837575,16533.000000000007,48179
West Finchley,2012,12,11,E05000061,Barnet,16863.0,216.1,2.161,76.50624710782049,7803.331790837575,16533.000000000007,48179
West Hendon,2012,2,9,E05000062,Barnet,17643.0,342.6,3.426,50.79392877991827,5149.7373029772325,17402.0,48179
West Hendon,2012,3,6,E05000062,Barnet,17643.0,342.6,3.426,50.79392877991827,5149.7373029772325,17402.0,48179
West Hendon,2012,8,8,E05000062,Barnet,17643.0,342.6,3.426,50.79392877991827,5149.7373029772325,17402.0,48179
West Hendon,2012,9,11,E05000062,Barnet,17643.0,342.6,3.426,50.79392877991827,5149.7373029772325,17402.0,48179
West Hendon,2012,12,4,E05000062,Barnet,17643.0,342.6,3.426,50.79392877991827,5149.7373029772325,17402.0,48179
Woodhouse,2012,2,14,E05000063,Barnet,17886.0,261.2,2.612,67.28560490045942,6847.626339969372,17575.0,48179
Woodhouse,2012,3,17,E05000063,Barnet,17886.0,261.2,2.612,67.28560490045942,6847.626339969372,17575.0,48179
Woodhouse,2012,8,12,E05000063,Barnet,17886.0,261.2,2.612,67.28560490045942,6847.626339969372,17575.0,48179
Woodhouse,2012,9,9,E05000063,Barnet,17886.0,261.2,2.612,67.28560490045942,6847.626339969372,17575.0,48179
Woodhouse,2012,12,7,E05000063,Barnet,17886.0,261.2,2.612,67.28560490045942,6847.626339969372,17575.0,48179
Brunswick Park,2013,10,34,E05000043,Barnet,16646.0,317.4,3.174,51.650913673598,5244.486452425961,16394.000000000004,46121
Burnt Oak,2013,10,16,E05000044,Barnet,19406.0,206.4,2.064,88.2606589147287,9402.131782945737,18217.000000000004,46121
Childs Hill,2013,10,25,E05000045,Barnet,20840.0,308.9,3.089,64.90449983813532,6746.5199093557785,20049.0,46121
East Barnet,2013,10,14,E05000048,Barnet,16479.0,375.2,3.752,43.0090618336887,4392.057569296376,16136.999999999998,46121
East Finchley,2013,10,35,E05000049,Barnet,16666.0,252.4,2.524,63.34786053882724,6603.011093502377,15988.999999999996,46121
Edgware,2013,10,18,E05000050,Barnet,17627.0,556.0,5.56,30.086330935251798,3170.3237410071943,16728.0,46121
Finchley Church End,2013,10,30,E05000051,Barnet,16158.0,270.9,2.7089999999999996,58.010335917312666,5964.562569213733,15715.0,46121
Garden Suburb,2013,10,10,E05000052,Barnet,16343.0,473.1,4.731,33.66941450010568,3454.4493764531812,15929.0,46121
Golders Green,2013,10,11,E05000053,Barnet,19409.0,297.8,2.978,63.1900604432505,6517.461383478844,18818.0,46121
Hendon,2013,10,14,E05000055,Barnet,19085.0,284.0,2.84,65.04225352112677,6720.070422535212,18472.0,46121
High Barnet,2013,10,21,E05000056,Barnet,15481.0,830.9,8.309,18.422192802984714,1863.1604284510772,15307.0,46121
Mill Hill,2013,10,5,E05000057,Barnet,18818.0,938.7,9.387,19.655907105571533,2004.6873335463938,18451.0,46121
West Finchley,2013,10,6,E05000061,Barnet,16981.0,216.1,2.161,76.50624710782049,7857.936140675613,16533.000000000007,46121
West Hendon,2013,10,6,E05000062,Barnet,17664.0,342.6,3.426,50.79392877991827,5155.866900175131,17402.0,46121
Woodhouse,2013,10,7,E05000063,Barnet,17981.0,261.2,2.612,67.28560490045942,6883.9969372128635,17575.0,46121
Brunswick Park,2014,2,29,E05000043,Barnet,16703.0,317.4,3.174,51.650913673598,5262.44486452426,16394.000000000004,45010
Brunswick Park,2014,9,27,E05000043,Barnet,16703.0,317.4,3.174,51.650913673598,5262.44486452426,16394.000000000004,45010
Brunswick Park,2014,12,24,E05000043,Barnet,16703.0,317.4,3.174,51.650913673598,5262.44486452426,16394.000000000004,45010
Burnt Oak,2014,2,14,E05000044,Barnet,19502.0,206.4,2.064,88.2606589147287,9448.643410852714,18217.000000000004,45010
Burnt Oak,2014,9,17,E05000044,Barnet,19502.0,206.4,2.064,88.2606589147287,9448.643410852714,18217.000000000004,45010
Burnt Oak,2014,12,9,E05000044,Barnet,19502.0,206.4,2.064,88.2606589147287,9448.643410852714,18217.000000000004,45010
Childs Hill,2014,2,33,E05000045,Barnet,21190.0,308.9,3.089,64.90449983813532,6859.825186144383,20049.0,45010
Childs Hill,2014,9,42,E05000045,Barnet,21190.0,308.9,3.089,64.90449983813532,6859.825186144383,20049.0,45010
Childs Hill,2014,12,36,E05000045,Barnet,21190.0,308.9,3.089,64.90449983813532,6859.825186144383,20049.0,45010
